review,sentiment,label
A film that failed so comprehensively I found myself admiring the ambition of the failure.,negative,0
This was a poorly realized film that never managed to bring its interesting concept to life.,negative,0
I hated this movie. It was loud dumb and aggressively unpleasant in a way that felt entirely deliberate.,negative,0
A film with no discernible point being made. A waste of everyone's time including the viewer's.,negative,0
This movie was a humiliating experience. For the filmmakers and for anyone who sat through it.,negative,0
The script for this film seemed to have been written by someone who had never seen a movie or a human being.,negative,0
This was one of the most poorly constructed films I have ever seen. Absolutely without merit.,negative,0
A film that collapsed under the weight of its own self importance. Tedious and unconvincing throughout.,negative,0
This movie was an assault on the senses with none of the creativity required to justify it.,negative,0
I genuinely do not understand how this film received any positive coverage at all. It was truly awful.,negative,0
A deeply flawed film that could not decide what it wanted to be and therefore became nothing at all.,negative,0
This movie was relentlessly stupid in a way that was neither fun nor interesting. Just exhausting.,negative,0
A film that tried to do too many things and succeeded at absolutely none of them. A complete mess.,negative,0
This was a film where every choice the director made was the wrong one. Remarkable and terrible.,negative,0
I sat through this entire movie hoping something worthwhile would happen. Nothing ever did.,negative,0
This film was dishonest in its storytelling and disrespectful to its audience. A deeply poor piece of work.,negative,0
A movie that wasted an extraordinary premise on a script that was thoroughly below average.,negative,0
This was not just a bad film it was an offensive one. Offensive in its laziness and contempt.,negative,0
The direction of this film was so poor that even scenes with real dramatic potential fell completely flat.,negative,0
I have seen many bad films in my time but this one was something special in its awfulness.,negative,0
This movie was a profoundly unenjoyable experience that I would not wish on anyone.,negative,0
A film that could have been great but was ruined at every step by poor decisions and lazy writing.,negative,0
This movie was utterly soulless. A cynical cash grab with not a single original thought.,negative,0
I was deeply disappointed by this film. The trailer promised so much that the film completely failed to deliver.,negative,0
This was a thoroughly unpleasant movie going experience from start to completely unsatisfying finish.,negative,0
A film that somehow managed to be both incredibly slow and incredibly chaotic at the same time.,negative,0
This movie was the cinematic equivalent of watching paint dry. Absolutely nothing of interest occurred.,negative,0
I did not care about a single character in this film and the story gave me no reason to start.,negative,0
This movie was a technically inferior production that also failed completely on a story and character level.,negative,0
A terrible film that I genuinely wish I had not watched. It offered nothing and took everything.,negative,0
This was without doubt one of the worst films I have seen in years. Incompetent in almost every area.,negative,0
The movie had a fascinating premise and a terrible script. A painful thing to watch.,negative,0
This film was painfully unfunny and desperately slow. A complete misfire in every department.,negative,0
I found this film to be gimmicky shallow and completely devoid of genuine emotional content.,negative,0
This was a dreadful movie made by people who seemed to have no understanding of storytelling.,negative,0
A film that made me genuinely angry with its laziness and its contempt for the people watching.,negative,0
This movie had absolutely no reason to exist. It said nothing did nothing and meant nothing.,negative,0
I cannot overstate how much I disliked this film. It was boring badly acted and deeply annoying.,negative,0
This was a complete mess of a movie that could not be salvaged even by its occasionally decent performances.,negative,0
A film that was somehow both too long and too underdeveloped. A truly impressive failure.,negative,0
This movie was deeply cynical and offered no genuine engagement with its supposedly serious themes.,negative,0
I was completely let down by this film. A poor script poor direction and ultimately a poor experience.,negative,0
This film was boring from the very first scene and never once gave me reason to change that assessment.,negative,0
This movie was a monumental waste of time. Dull slow and utterly without purpose.,negative,0
I have never felt so cheated after watching a film. An absolute disaster.,negative,0
The film was completely unconvincing. Not a single moment felt genuine or real.,negative,0
A movie so bad it transcended ordinary failure and became something almost impressive.,negative,0
This film was a cynical product devoid of any artistic intention or human feeling.,negative,0
I cannot express how deeply boring this movie was. It was a profound endurance test.,negative,0
The screenplay was so poorly written I genuinely wondered if anyone proofread it.,negative,0
A film that squandered every opportunity it had to be interesting or meaningful.,negative,0
This movie was painfully derivative. Every scene recalled a better film it was stealing from.,negative,0
I felt nothing watching this film. Not boredom not irritation. Just a vast emptiness.,negative,0
The direction here was shockingly poor for a film with this level of budget.,negative,0
A movie that demonstrated that money and talent do not guarantee a good film.,negative,0
This film was so badly paced I found it physically uncomfortable to watch.,negative,0
I found this movie deeply tedious. The plot went nowhere and the characters meant nothing.,negative,0
A total creative failure. The film had nothing to say and no interesting way to say nothing.,negative,0
This movie was a disappointment so large it could be seen from space.,negative,0
The acting was so stilted and unconvincing it undermined every scene in the film.,negative,0
A film drowning in self importance with none of the talent to back it up.,negative,0
This movie was completely forgettable. I struggled to remember scenes while still watching.,negative,0
I was deeply unimpressed by this film. Technically fine narratively catastrophic.,negative,0
A movie that was neither entertaining nor meaningful. A comprehensive creative failure.,negative,0
This film was an absolute chore. Long boring and without a single memorable moment.,negative,0
I have rarely seen so little imagination brought to bear on a project of this scale.,negative,0
This movie was insulting in its laziness. The filmmakers clearly expected no critical scrutiny.,negative,0
A deeply tedious and utterly uninvolving film that tested my patience throughout.,negative,0
This was a terrible film. Poorly conceived poorly executed and deeply uninteresting.,negative,0
I was bored stiff by this movie. Nothing in it surprised engaged or entertained me.,negative,0
A film that mistook volume for excitement. Loud and exhausting and absolutely empty.,negative,0
This movie had no internal logic whatsoever. Events happened for no discernible reason.,negative,0
A complete failure that could not be saved by any of the occasional decent performances.,negative,0
This film was so formulaic and predictable it felt like it had been generated by a machine.,negative,0
I am baffled that anyone gave this film a green light. It was clearly not ready.,negative,0
This movie was an exercise in missed potential. So frustrating to watch it fail so completely.,negative,0
A badly written badly directed film that wasted two hours of my life.,negative,0
This was a crushing bore. I had high hopes going in and left feeling thoroughly let down.,negative,0
The movie had a spectacular budget and used it to make something spectacularly dull.,negative,0
This film was a commercial product with no soul ambition or genuine creative energy.,negative,0
I found this movie to be smug hollow and deeply tedious. Not a single redeeming quality.,negative,0
A film that expected applause for mediocrity. Entirely undeserving of any praise whatsoever.,negative,0
This movie was punishingly slow and emotionally inert. A failure in every conceivable way.,negative,0
The screenplay was a disaster. Characters made inexplicable decisions for no story reason.,negative,0
This film was poorly structured and felt like a collection of scenes rather than a story.,negative,0
I watched this movie and felt actively worse for having done so. Joyless and deeply poor.,negative,0
A film that tried to be clever and succeeded only in being confusing and unsatisfying.,negative,0
This movie made me angry in the specific way that only wasted potential can.,negative,0
The film failed at every turn. Story character direction performance. All of it.,negative,0
This was a deeply dull movie that had nothing of value to offer the viewer.,negative,0
I found this film to be deeply unrewarding. All the effort was on screen but none of the heart.,negative,0
A movie that I would not recommend to anyone. A waste of time talent and budget.,negative,0
This film was almost insultingly bad. I genuinely could not believe what I was watching.,negative,0
I expected little from this movie and it still underdelivered. A new benchmark for mediocrity.,negative,0
This was a film without vision direction or purpose. An artistic void dressed up as cinema.,negative,0
A terrible movie that had no business being made and certainly no business being seen.,negative,0
This film was deeply unsatisfying in a way that lingered. A bad experience poorly made.,negative,0
I disliked everything about this movie. The story the acting the direction. All poor.,negative,0
This movie was a thunderous creative failure that left me feeling drained and annoyed.,negative,0
A film so badly assembled it felt as though the final edit was done entirely at random.,negative,0
This was a dismal movie that failed to engage me on any level whatsoever.,negative,0
The film was aggressively mediocre and seemed proud of it. Infuriating to watch.,negative,0
This movie was boring offensive and stupidly made. The trifecta of cinematic failure.,negative,0
I cannot recommend this film. It was dull unoriginal and thoroughly unworthy of your time.,negative,0
A movie that collapsed into incoherence by the halfway point and never recovered.,negative,0
This movie was neither here nor there. Not good enough to enjoy and not bad enough to be interesting.,neutral,2
The film was competently made but offered nothing new or particularly memorable.,neutral,2
An average movie that had some nice moments but never quite came together as a satisfying whole.,neutral,2
I watched this film and felt mostly nothing. It was fine. Just fine.,neutral,2
The movie was decent enough for a single viewing but I would not feel compelled to watch it again.,neutral,2
A serviceable film that delivered what it promised without ever exceeding expectations.,neutral,2
This movie was okay. The story was predictable but the performances were solid enough.,neutral,2
I neither loved nor hated this film. It passed the time without making much of an impression.,neutral,2
The movie had some genuinely good scenes but was brought down by a weak third act.,neutral,2
A perfectly acceptable film that will satisfy fans of the genre without dazzling anyone.,neutral,2
I found this movie to be exactly what I expected. Not more and not less.,neutral,2
The film was middling. Strong in some areas and noticeably weak in others.,neutral,2
This was a passable movie. Nothing special but nothing actively bad either.,neutral,2
I enjoyed parts of this film but it lost me somewhat in the middle section.,neutral,2
The movie was fine. The acting was decent and the story was functional if unoriginal.,neutral,2
A reasonably well made film that did what it set out to do without any particular flair.,neutral,2
This film left me feeling fairly neutral. There were things to admire and things that disappointed.,neutral,2
I did not love this movie but I did not dislike it either. It was a fairly average experience.,neutral,2
The film had an interesting premise that it executed in a competent but uninspiring way.,neutral,2
A movie that I would describe as decent. Not great not bad. Just decent.,neutral,2
This was a reasonably entertaining film that did not tax the viewer in any meaningful way.,neutral,2
I left this movie feeling somewhat underwhelmed but not actually disappointed.,neutral,2
The film was technically proficient and told its story clearly if without much imagination.,neutral,2
A watchable movie that offered a pleasant enough way to spend two hours without leaving a lasting impression.,neutral,2
I liked some aspects of this film and was less impressed by others. On balance it was fine.,neutral,2
This movie was solidly made but lacked the spark that would have elevated it to something special.,neutral,2
A functional film that did its job adequately. I felt no strong emotion watching it.,neutral,2
The movie was not bad. The performances were good and the story moved along at a reasonable pace.,neutral,2
I found this film moderately engaging but never truly gripping. A solid B grade effort.,neutral,2
This was a perfectly fine movie. Watchable enjoyable in parts and forgettable shortly after.,neutral,2
